Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,885.53",105.55,3.80,"6,324,274,039.00"
Sensitive Index,538.53,19.81,3.82,"6,059,340,000.00"
Float Index,198.20,7.27,3.81,"6,125,390,000.00"
Sensitive Float Index,174.33,6.57,3.91,"3,938,830,000.00"
Banking SubIndex,"1,855.32",46.99,2.60,"618,611,316.80"
Development Bank Index,"5,168.95",318.22,6.56,"609,563,998.60"
Finance Index,"2,549.31",152.00,6.34,"487,360,644.40"
Hotels And Tourism,"3,233.04",141.48,4.58,"24,755,424.40"
HydroPower Index,"3,433.46",182.90,5.63,"1,860,798,667.90"
Investment,95.23,5.69,6.36,"533,848,108.80"
Life Insurance,"16,656.36",548.06,3.40,"494,621,529.80"
Manufacturing And Processing,"7,466.13",197.75,2.72,"227,895,810.60"
Microfinance Index,"5,517.66",173.46,3.25,"421,242,807.50"
Mutual Fund,16.04,0.28,1.75,"15,676,400.07"
Non Life Insurance,"13,289.46",431.61,3.36,"513,746,811.40"
Others Index,"2,245.60",83.69,3.87,"308,186,039.80"
Trading Index,"3,085.45",146.33,4.98,"24,757,464.00"
