Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,182.11",32.72,1.52,"3,724,794,587.76"
Sensitive Index,415.83,4.58,1.11,"1,360,122,938.10"
Float Index,153.37,2.10,1.39,"3,634,541,929.00"
Sensitive Float Index,139.41,1.45,1.05,"1,348,031,381.30"
Banking SubIndex,"1,402.37",-4.45,-0.32,"338,016,582.40"
Development Bank Index,"3,915.86",101.36,2.66,"239,014,407.60"
Finance Index,"1,837.94",63.90,3.60,"188,870,880.20"
Hotels And Tourism,"3,363.30",163.82,5.12,"50,935,498.30"
HydroPower Index,"2,655.83",127.39,5.04,"1,654,072,755.40"
Investment,70.16,1.98,2.90,"169,005,943.00"
Life Insurance,"10,844.76",152.60,1.43,"181,632,088.30"
Manufacturing And Processing,"5,361.69",4.59,0.09,"161,194,960.70"
Microfinance Index,"4,865.52",56.40,1.17,"372,647,500.60"
Mutual Fund,14.71,0.08,0.55,"22,182,059.01"
Non Life Insurance,"9,290.10",116.08,1.27,"175,761,039.20"
Others Index,"1,593.41",40.94,2.64,"102,011,543.30"
Trading Index,"2,423.88",5.91,0.24,"1,378,730.00"
