Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,969.17",0.15,0.00,"2,536,431,998.49"
Sensitive Index,348.55,0.60,0.17,"593,729,753.60"
Float Index,133.15,-0.01,0.00,"1,867,946,361.70"
Sensitive Float Index,113.42,0.12,0.10,"587,957,421.80"
Banking SubIndex,"1,029.86",2.19,0.21,"203,018,985.40"
Development Bank Index,"3,855.91",-5.32,-0.13,"93,996,530.80"
Finance Index,"1,991.62",47.62,2.44,"442,351,957.00"
Hotels And Tourism,"4,953.06",-22.07,-0.44,"29,166,063.00"
HydroPower Index,"2,407.40",-5.02,-0.20,"527,799,781.50"
Investment,73.81,-0.21,-0.28,"62,030,438.40"
Life Insurance,"9,936.30",-40.62,-0.40,"107,231,438.40"
Manufacturing And Processing,"6,571.30",49.38,0.75,"119,054,211.40"
Microfinance Index,"3,935.16",-2.07,-0.05,"186,652,140.70"
Mutual Fund,17.98,-0.02,-0.12,"2,269,253.00"
Non Life Insurance,"10,184.76",-44.85,-0.43,"46,928,366.80"
Others Index,"1,641.10",-1.55,-0.09,"72,629,180.00"
Trading Index,"2,728.01",-3.31,-0.12,"4,346,275.00"
