Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,058.00",27.90,1.37,"4,048,857,454.59"
Sensitive Index,384.29,3.76,0.98,"634,485,256.70"
Float Index,141.19,1.85,1.33,"4,003,468,855.80"
Sensitive Float Index,125.48,1.07,0.86,"613,079,927.30"
Banking SubIndex,"1,182.58",4.23,0.35,"245,814,805.60"
Development Bank Index,"3,943.94",43.72,1.12,"114,971,007.10"
Finance Index,"1,766.24",30.95,1.78,"76,988,550.50"
Hotels And Tourism,"5,600.22",147.61,2.70,"107,940,447.60"
HydroPower Index,"2,386.53",71.51,3.08,"1,184,985,640.10"
Investment,80.18,1.68,2.14,"430,332,549.90"
Life Insurance,"10,932.02",81.88,0.75,"564,118,235.50"
Manufacturing And Processing,"6,047.36",123.66,2.08,"608,639,255.10"
Microfinance Index,"3,637.83",20.92,0.57,"109,491,868.60"
Mutual Fund,18.70,0.07,0.38,"3,529,257.89"
Non Life Insurance,"11,234.21",221.41,2.01,"343,339,930.80"
Others Index,"1,573.32",23.60,1.52,"189,232,726.80"
Trading Index,"2,854.66",5.02,0.17,"27,613,838.20"
