Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,670.70",-5.57,-0.20,"5,637,981,250.22"
Sensitive Index,446.03,-0.19,-0.04,"2,260,343,994.90"
Float Index,179.55,-0.18,-0.10,"5,580,294,708.80"
Sensitive Float Index,149.93,-0.03,-0.02,"2,260,343,994.90"
Banking SubIndex,"1,358.03",-1.28,-0.09,"562,474,278.10"
Development Bank Index,"5,448.40",1.95,0.03,"490,047,332.60"
Finance Index,"2,548.34",-12.59,-0.49,"126,934,157.30"
Hotels And Tourism,"6,437.86",-26.51,-0.41,"45,020,531.20"
HydroPower Index,"3,445.77",3.37,0.09,"2,124,967,043.70"
Investment,109.37,-0.32,-0.29,"780,409,065.80"
Life Insurance,"13,271.93",-43.28,-0.32,"377,314,283.90"
Manufacturing And Processing,"7,074.88",-62.33,-0.87,"163,075,887.50"
Microfinance Index,"4,821.53",18.34,0.38,"296,924,806.30"
Mutual Fund,19.29,0.03,0.15,"6,821,194.13"
Non Life Insurance,"12,263.71",-24.82,-0.20,"85,542,698.20"
Others Index,"2,434.06",-22.27,-0.90,"510,690,130.90"
Trading Index,"4,655.55",-5.21,-0.11,"16,894,493.30"
