Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,386.02",-34.95,-1.44,"2,042,253,182.30"
Sensitive Index,454.69,-6.19,-1.34,"1,839,400,000.00"
Float Index,162.80,-2.43,-1.47,"2,003,050,000.00"
Sensitive Float Index,145.40,-2.13,-1.44,"1,227,260,000.00"
Banking SubIndex,"1,594.57",-16.50,-1.02,"290,301,460.40"
Development Bank Index,"4,171.98",-86.87,-2.04,"171,026,919.60"
Finance Index,"1,788.09",-26.61,-1.47,"132,869,853.80"
Hotels And Tourism,"3,091.18",4.04,0.13,"25,028,675.20"
HydroPower Index,"2,720.70",-51.91,-1.87,"625,318,200.40"
Investment,78.88,-1.58,-1.96,"134,405,855.60"
Life Insurance,"12,836.63",-199.31,-1.53,"139,937,120.30"
Manufacturing And Processing,"5,573.95",-54.25,-0.96,"136,848,692.20"
Microfinance Index,"4,828.62",-76.86,-1.57,"205,817,293.40"
Mutual Fund,15.44,0.13,0.82,"6,478,500.70"
Non Life Insurance,"10,811.84",-150.09,-1.37,"87,130,047.20"
Others Index,"1,832.59",-42.41,-2.26,"48,403,218.40"
Trading Index,"2,190.63",-9.09,-0.41,"4,845,922.00"
