Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,106.48",45.98,2.23,"5,984,699,175.73"
Sensitive Index,397.69,7.05,1.80,"1,313,281,284.20"
Float Index,145.05,3.18,2.24,"5,480,400,603.38"
Sensitive Float Index,129.43,2.48,1.95,"1,290,588,798.90"
Banking SubIndex,"1,243.33",29.89,2.46,"601,765,469.90"
Development Bank Index,"4,176.82",57.47,1.39,"293,890,901.60"
Finance Index,"1,866.33",7.82,0.42,"178,259,234.80"
Hotels And Tourism,"6,088.43",395.18,6.94,"475,460,244.50"
HydroPower Index,"2,355.10",18.97,0.81,"1,226,607,901.50"
Investment,77.63,1.84,2.43,"339,084,724.90"
Life Insurance,"11,575.92",350.55,3.12,"822,476,224.40"
Manufacturing And Processing,"5,596.04",253.66,4.74,"752,680,474.30"
Microfinance Index,"3,818.32",58.72,1.56,"229,436,882.58"
Mutual Fund,18.94,0.26,1.44,"7,554,314.25"
Non Life Insurance,"11,284.79",228.06,2.06,"411,115,047.10"
Others Index,"1,579.69",14.28,0.91,"128,254,725.60"
Trading Index,"2,886.52",29.30,1.02,"21,368,772.20"
