Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,485.09",-21.58,-0.86,"5,005,466,480.00"
Sensitive Index,449.68,-1.78,-0.39,"4,880,400,000.00"
Float Index,171.40,-1.38,-0.80,"4,945,530,000.00"
Sensitive Float Index,146.07,-0.72,-0.49,"3,672,050,000.00"
Banking SubIndex,"1,795.72",-12.41,-0.69,"1,473,640,000.00"
Development Bank Index,"2,564.85",-5.56,-0.22,"728,903,000.00"
Finance Index,"1,144.04",-3.26,-0.28,"303,319,000.00"
Hotels And Tourism,"2,284.83",50.15,2.24,"15,131,200.00"
HydroPower Index,"2,018.88",18.34,0.92,"680,398,000.00"
Investment,96.64,-1.75,-1.78,"550,928,000.00"
Life Insurance,"16,627.03",-306.32,-1.81,"309,353,000.00"
Manufacturing And Processing,"5,323.78",-82.29,-1.52,"133,386,000.00"
Microfinance Index,"4,288.52",-51.79,-1.19,"574,808,000.00"
Mutual Fund,12.95,-0.02,-0.16,"34,238,200.00"
Non Life Insurance,"12,685.51",-85.51,-0.67,"980,087,000.00"
Others Index,"1,994.59",-17.71,-0.88,"770,039,000.00"
Trading Index,"3,692.45",-181.48,-4.68,"54,352,000.00"
