Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,001.53",14.71,0.74,"2,411,834,599.35"
Sensitive Index,383.13,1.77,0.46,"2,233,070,000.00"
Float Index,138.26,1.10,0.80,"2,308,750,000.00"
Sensitive Float Index,124.93,0.63,0.51,"1,626,300,000.00"
Banking SubIndex,"1,344.85",7.30,0.55,"721,585,524.30"
Development Bank Index,"3,497.35",33.07,0.95,"143,836,820.70"
Finance Index,"1,594.08",25.26,1.61,"139,085,302.90"
Hotels And Tourism,"2,661.37",10.70,0.40,"8,832,786.10"
HydroPower Index,"2,361.05",47.28,2.04,"519,422,185.10"
Investment,65.09,0.03,0.05,"103,195,865.90"
Life Insurance,"9,650.12",11.78,0.12,"144,043,272.40"
Manufacturing And Processing,"5,105.98",37.96,0.75,"155,787,267.60"
Microfinance Index,"4,383.14",55.52,1.28,"240,027,437.30"
Mutual Fund,14.79,0.11,0.74,"5,986,321.49"
Non Life Insurance,"7,989.69",28.77,0.36,"46,315,452.50"
Others Index,"1,489.09",5.04,0.34,"75,645,583.70"
Trading Index,"2,037.72",5.91,0.29,"10,970,369.10"
