Index,Current,Point Change,% Change,Turnover
NEPSE Index,"3,094.94",15.30,0.50,"13,291,954,535.00"
Sensitive Index,574.32,0.02,0.00,"13,856,100,000.00"
Float Index,215.79,0.50,0.23,"13,090,700,000.00"
Sensitive Float Index,191.79,-0.41,-0.21,"9,120,380,000.00"
Banking SubIndex,"2,109.90",-18.45,-0.87,"1,879,830,000.00"
Development Bank Index,"4,837.92",48.36,1.01,"1,651,910,000.00"
Finance Index,"2,741.40",70.16,2.63,"1,840,930,000.00"
Hotels And Tourism,"3,893.42",257.71,7.09,"255,056,000.00"
HydroPower Index,"3,241.53",-48.36,-1.01,"4,453,740,000.00"
Investment,114.59,3.22,2.89,"504,239,000.00"
Life Insurance,"18,351.57",431.38,2.41,"755,745,000.00"
Manufacturing And Processing,"6,703.31",-37.30,-0.55,"263,533,000.00"
Microfinance Index,"5,576.12",37.24,0.67,"771,037,000.00"
Mutual Fund,17.94,-0.01,-0.05,"125,418,000.00"
Non Life Insurance,"15,063.58",449.56,3.08,"2,143,500,000.00"
Others Index,"2,214.04",20.11,0.92,"822,379,000.00"
Trading Index,"4,083.43",16.39,0.40,"59,069,300.00"
