Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,544.31",-23.95,-0.93,"1,890,164,686.39"
Sensitive Index,475.47,-4.60,-0.96,"1,642,600,000.00"
Float Index,172.84,-1.90,-1.09,"1,877,810,000.00"
Sensitive Float Index,151.21,-2.00,-1.31,"1,213,550,000.00"
Banking SubIndex,"1,642.67",-6.36,-0.39,"325,937,588.60"
Development Bank Index,"4,384.97",-103.88,-2.31,"124,105,139.70"
Finance Index,"2,026.83",-57.56,-2.76,"94,187,353.90"
Hotels And Tourism,"3,082.14",-79.49,-2.51,"15,054,261.90"
HydroPower Index,"2,971.20",-56.03,-1.85,"378,049,483.80"
Investment,86.15,-0.66,-0.76,"231,571,640.00"
Life Insurance,"14,277.96",-176.29,-1.22,"198,897,710.00"
Manufacturing And Processing,"5,947.39",-27.12,-0.45,"93,530,249.20"
Microfinance Index,"4,990.70",-45.55,-0.90,"127,687,277.20"
Mutual Fund,15.61,-0.10,-0.62,"4,861,726.40"
Non Life Insurance,"12,246.06",-37.30,-0.30,"224,789,602.00"
Others Index,"2,052.12",-26.26,-1.26,"53,777,467.30"
Trading Index,"2,433.24",17.26,0.71,"10,225,894.90"
