Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,684.33",-1.20,-0.04,"4,572,084,231.39"
Sensitive Index,470.63,0.49,0.10,"1,539,076,721.00"
Float Index,184.73,0.14,0.07,"4,521,016,076.20"
Sensitive Float Index,159.65,0.17,0.11,"1,539,076,721.00"
Banking SubIndex,"1,495.24",3.94,0.26,"815,485,395.80"
Development Bank Index,"5,689.48",13.32,0.23,"428,270,408.00"
Finance Index,"2,429.41",-7.30,-0.29,"167,804,671.00"
Hotels And Tourism,"7,370.59",1.16,0.01,"66,888,961.10"
HydroPower Index,"3,716.27",0.31,0.00,"1,605,815,614.50"
Investment,98.33,-0.10,-0.10,"213,581,180.00"
Life Insurance,"12,053.94",11.80,0.09,"100,190,383.60"
Manufacturing And Processing,"10,598.42",-61.12,-0.57,"798,579,989.20"
Microfinance Index,"4,624.57",14.14,0.30,"178,139,820.30"
Mutual Fund,21.21,0.10,0.49,"20,417,664.40"
Non Life Insurance,"10,782.80",32.84,0.30,"38,942,495.50"
Others Index,"1,950.09",-16.33,-0.83,"105,747,739.20"
Trading Index,"3,348.08",-31.51,-0.93,"1,569,418.00"
