Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,938.62",-14.44,-0.74,"1,202,141,882.65"
Sensitive Index,365.29,-3.03,-0.82,"507,597,908.10"
Float Index,136.07,-1.15,-0.84,"1,192,056,725.70"
Sensitive Float Index,121.96,-1.26,-1.02,"506,448,755.10"
Banking SubIndex,"1,259.08",-9.94,-0.78,"304,315,010.90"
Development Bank Index,"3,555.02",-27.24,-0.76,"60,383,259.90"
Finance Index,"1,660.91",-14.16,-0.85,"34,560,589.60"
Hotels And Tourism,"3,088.16",-7.39,-0.24,"11,611,892.60"
HydroPower Index,"2,549.76",-9.69,-0.38,"363,140,829.60"
Investment,64.09,-0.43,-0.67,"41,335,379.30"
Life Insurance,"9,694.20",-69.46,-0.71,"116,353,647.60"
Manufacturing And Processing,"4,463.25",-32.42,-0.72,"82,756,955.30"
Microfinance Index,"3,604.66",-68.35,-1.86,"109,022,992.90"
Mutual Fund,13.96,-0.03,-0.20,"4,762,666.56"
Non Life Insurance,"8,790.24",-17.06,-0.19,"42,150,524.60"
Others Index,"1,420.96",-4.12,-0.29,"21,222,195.40"
Trading Index,"2,072.66",10.57,0.51,"5,203,448.00"
