Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,673.88",0.56,0.02,"5,326,052,801.00"
Sensitive Index,478.38,0.14,0.03,"4,841,490,000.00"
Float Index,183.15,-0.08,-0.05,"5,177,340,000.00"
Sensitive Float Index,154.53,-0.25,-0.16,"2,964,110,000.00"
Banking SubIndex,"1,781.77",-3.42,-0.19,"893,757,000.00"
Development Bank Index,"2,836.76",3.81,0.13,"698,437,000.00"
Finance Index,"1,286.55",15.00,1.18,"294,327,000.00"
Hotels And Tourism,"3,252.16",-6.96,-0.21,"13,861,000.00"
HydroPower Index,"2,640.85",31.79,1.22,"1,556,910,000.00"
Investment,100.91,0.76,0.76,"536,657,000.00"
Life Insurance,"17,302.09",-66.86,-0.38,"179,618,000.00"
Manufacturing And Processing,"6,002.24",100.66,1.71,"244,833,000.00"
Microfinance Index,"5,463.61",-17.80,-0.32,"667,559,000.00"
Mutual Fund,13.48,0.06,0.48,"44,591,100.00"
Non Life Insurance,"13,654.00",31.60,0.23,"437,799,000.00"
Others Index,"2,135.39",-19.21,-0.89,"932,185,000.00"
Trading Index,"4,006.34",-41.20,-1.02,"71,540,300.00"
