Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,606.67",-3.02,-0.11,"4,669,548,742.61"
Sensitive Index,446.75,-1.50,-0.33,"1,833,663,598.70"
Float Index,178.08,-0.30,-0.17,"4,619,249,036.90"
Sensitive Float Index,151.52,-0.52,-0.34,"1,833,663,598.70"
Banking SubIndex,"1,336.84",-9.03,-0.67,"264,542,126.70"
Development Bank Index,"5,356.52",-6.31,-0.11,"253,315,208.10"
Finance Index,"2,308.88",-13.45,-0.57,"158,736,431.40"
Hotels And Tourism,"6,943.87",-16.58,-0.23,"103,979,430.00"
HydroPower Index,"3,367.76",4.27,0.12,"2,234,205,647.40"
Investment,103.43,-0.17,-0.16,"160,505,807.90"
Life Insurance,"13,150.59",65.48,0.50,"271,305,231.40"
Manufacturing And Processing,"8,031.38",49.11,0.61,"391,186,517.10"
Microfinance Index,"4,908.46",-14.65,-0.29,"328,499,042.90"
Mutual Fund,20.02,0.00,-0.01,"8,462,495.02"
Non Life Insurance,"10,878.89",6.37,0.05,"80,090,666.90"
Others Index,"2,350.57",-5.16,-0.21,"367,475,598.10"
Trading Index,"3,793.88",15.64,0.41,"5,407,329.00"
