Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,754.48",30.08,1.10,"3,820,895,086.84"
Sensitive Index,471.06,3.68,0.78,"1,187,272,005.99"
Float Index,187.04,1.91,1.03,"3,715,846,486.28"
Sensitive Float Index,158.78,1.29,0.82,"1,187,272,005.99"
Banking SubIndex,"1,456.27",10.67,0.73,"357,698,578.39"
Development Bank Index,"5,890.28",26.04,0.44,"321,622,962.80"
Finance Index,"2,389.69",33.18,1.40,"98,909,963.20"
Hotels And Tourism,"7,880.06",146.85,1.89,"162,328,197.80"
HydroPower Index,"3,880.23",72.23,1.89,"1,894,131,905.10"
Investment,102.77,1.16,1.15,"133,866,146.50"
Life Insurance,"12,486.50",120.99,0.97,"79,702,141.49"
Manufacturing And Processing,"11,214.00",128.10,1.15,"370,039,907.50"
Microfinance Index,"4,801.54",29.91,0.62,"116,219,342.80"
Mutual Fund,21.84,0.17,0.82,"30,458,029.67"
Non Life Insurance,"10,806.84",47.60,0.44,"45,231,605.10"
Others Index,"2,002.62",21.77,1.09,"131,401,874.60"
Trading Index,"3,783.66",56.61,1.51,"4,693,861.00"
