Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,654.69",1.94,0.07,"6,052,236,811.00"
Sensitive Index,475.44,0.32,0.07,"5,835,610,000.00"
Float Index,182.80,0.08,0.05,"5,942,780,000.00"
Sensitive Float Index,154.06,0.08,0.05,"3,977,190,000.00"
Banking SubIndex,"1,776.60",-7.64,-0.43,"956,888,000.00"
Development Bank Index,"2,819.61",-11.24,-0.40,"1,630,360,000.00"
Finance Index,"1,243.00",-3.08,-0.25,"198,733,000.00"
Hotels And Tourism,"3,351.78",-35.77,-1.06,"35,377,800.00"
HydroPower Index,"2,612.01",30.92,1.20,"1,554,460,000.00"
Investment,98.88,0.23,0.23,"388,465,000.00"
Life Insurance,"17,405.20",-64.23,-0.37,"193,554,000.00"
Manufacturing And Processing,"5,830.65",6.27,0.11,"211,184,000.00"
Microfinance Index,"5,529.88",137.82,2.56,"1,884,560,000.00"
Mutual Fund,13.45,0.02,0.14,"24,565,300.00"
Non Life Insurance,"13,254.02",-36.61,-0.28,"443,623,000.00"
Others Index,"2,088.86",-20.11,-0.95,"629,598,000.00"
Trading Index,"3,921.46",92.93,2.43,"19,579,900.00"
