Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,918.41",12.41,0.65,"1,443,713,878.30"
Sensitive Index,360.52,2.49,0.70,"532,193,884.10"
Float Index,134.29,0.80,0.60,"1,431,057,786.20"
Sensitive Float Index,119.95,0.78,0.66,"529,175,662.60"
Banking SubIndex,"1,227.82",3.76,0.31,"218,647,325.10"
Development Bank Index,"3,542.26",-11.14,-0.31,"69,357,090.10"
Finance Index,"1,645.70",-5.46,-0.33,"57,325,652.10"
Hotels And Tourism,"3,117.97",13.76,0.44,"20,862,964.90"
HydroPower Index,"2,575.62",6.31,0.25,"469,787,256.30"
Investment,64.95,0.62,0.96,"55,122,419.00"
Life Insurance,"9,609.51",29.58,0.31,"85,572,857.20"
Manufacturing And Processing,"4,444.06",81.18,1.86,"110,791,182.20"
Microfinance Index,"3,443.53",115.91,3.48,"189,523,667.50"
Mutual Fund,13.40,0.33,2.55,"2,151,554.66"
Non Life Insurance,"8,738.45",-10.37,-0.12,"101,469,261.40"
Others Index,"1,441.29",7.62,0.53,"49,268,191.40"
Trading Index,"2,154.95",22.83,1.07,"3,329,919.00"
