Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,876.66",-13.62,-0.47,"14,284,510,595.52"
Sensitive Index,480.59,-3.71,-0.76,"4,585,520,729.20"
Float Index,194.78,-1.08,-0.55,"13,736,813,943.70"
Sensitive Float Index,160.97,-1.31,-0.81,"4,585,520,729.20"
Banking SubIndex,"1,447.69",-19.94,-1.35,"961,480,569.10"
Development Bank Index,"5,903.88",-50.07,-0.84,"912,151,312.00"
Finance Index,"2,895.00",-27.23,-0.93,"591,466,077.90"
Hotels And Tourism,"6,938.84",-133.09,-1.88,"149,795,670.40"
HydroPower Index,"3,847.34",-47.41,-1.21,"4,109,412,616.10"
Investment,117.78,-0.29,-0.24,"950,997,615.40"
Life Insurance,"14,671.87",113.21,0.77,"1,344,374,540.50"
Manufacturing And Processing,"7,843.07",20.31,0.25,"807,299,299.10"
Microfinance Index,"5,302.04",-43.61,-0.81,"766,517,520.30"
Mutual Fund,20.20,0.20,1.00,"38,485,716.02"
Non Life Insurance,"13,459.15",62.06,0.46,"628,342,537.70"
Others Index,"2,554.47",42.22,1.68,"2,484,388,157.30"
Trading Index,"4,302.76",-36.58,-0.84,"30,588,027.90"
