Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,526.92",-16.11,-0.63,"8,411,732,003.00"
Sensitive Index,463.47,-1.66,-0.36,"8,913,530,000.00"
Float Index,172.76,-0.97,-0.56,"8,253,520,000.00"
Sensitive Float Index,149.16,-0.36,-0.24,"7,123,290,000.00"
Banking SubIndex,"1,808.64",10.79,0.60,"3,053,970,000.00"
Development Bank Index,"2,623.30",20.14,0.77,"1,949,250,000.00"
Finance Index,"1,184.92",-18.46,-1.53,"662,686,000.00"
Hotels And Tourism,"2,086.79",-42.85,-2.01,"26,346,800.00"
HydroPower Index,"1,922.56",-25.58,-1.31,"616,200,000.00"
Life Insurance,"18,298.53",-214.39,-1.16,"712,989,000.00"
Manufacturing And Processing,"5,817.21",-109.85,-1.85,"266,603,000.00"
Microfinance Index,"4,313.59",-128.05,-2.88,"1,587,510,000.00"
Mutual Fund,12.12,0.03,0.22,"9,336,930.00"
Non Life Insurance,"13,043.90",-207.22,-1.56,"1,611,330,000.00"
Others Index,"2,034.91",-22.08,-1.07,"435,271,000.00"
Trading Index,"2,907.13",-40.59,-1.38,"8,859,140.00"
