Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,250.91",-23.51,-1.03,"1,300,981,996.43"
Sensitive Index,437.21,-3.88,-0.88,"1,049,460,000.00"
Float Index,153.78,-1.71,-1.10,"1,116,460,000.00"
Sensitive Float Index,139.64,-1.67,-1.18,"697,505,000.00"
Banking SubIndex,"1,550.29",-6.57,-0.42,"180,959,381.70"
Development Bank Index,"3,888.73",-83.00,-2.09,"84,716,645.30"
Finance Index,"1,647.04",-41.35,-2.45,"48,049,966.10"
Hotels And Tourism,"2,900.28",-21.06,-0.72,"11,506,039.80"
HydroPower Index,"2,567.40",-44.74,-1.71,"350,643,981.50"
Investment,73.59,-1.05,-1.41,"60,750,693.80"
Life Insurance,"11,033.90",-172.28,-1.54,"89,635,986.90"
Manufacturing And Processing,"5,390.46",-44.42,-0.82,"58,461,265.70"
Microfinance Index,"4,609.52",-51.70,-1.11,"111,375,003.80"
Mutual Fund,15.25,0.11,0.75,"3,120,835.74"
Non Life Insurance,"9,688.20",-143.05,-1.46,"87,166,414.50"
Others Index,"1,709.30",-18.38,-1.06,"30,848,009.20"
Trading Index,"1,976.40",-24.92,-1.25,"2,343,677.00"
