Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,117.73",62.21,3.03,"6,490,443,184.88"
Sensitive Index,395.45,9.64,2.50,"1,963,254,007.80"
Float Index,146.18,4.10,2.89,"6,431,438,251.78"
Sensitive Float Index,129.07,2.99,2.37,"1,959,379,915.80"
Banking SubIndex,"1,219.85",12.74,1.06,"586,960,772.98"
Development Bank Index,"3,932.74",174.69,4.65,"331,679,109.30"
Finance Index,"1,811.19",98.09,5.73,"279,154,955.30"
Hotels And Tourism,"5,730.28",93.57,1.66,"648,896,405.50"
HydroPower Index,"2,552.49",46.44,1.85,"1,000,068,832.90"
Investment,75.62,1.71,2.32,"339,484,631.90"
Life Insurance,"12,331.35",891.56,7.79,"900,388,725.10"
Manufacturing And Processing,"5,716.87",237.04,4.33,"747,219,151.20"
Microfinance Index,"3,796.75",68.24,1.83,"282,202,045.20"
Mutual Fund,14.32,0.26,1.83,"8,032,398.83"
Non Life Insurance,"11,627.30",666.96,6.09,"1,019,080,568.60"
Others Index,"1,604.03",79.62,5.22,"254,731,887.90"
Trading Index,"2,739.59",131.24,5.03,"41,571,165.90"
