Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,297.47",-15.95,-1.21,"1,384,209,412.00"
Sensitive Index,278.72,-3.58,-1.27,"1,446,610,000.00"
Float Index,91.94,-1.33,-1.43,"1,376,480,000.00"
Sensitive Float Index,91.65,-1.49,-1.60,"1,278,670,000.00"
Banking SubIndex,"1,140.19",-21.22,-1.83,"432,924,000.00"
Development Bank Index,"1,747.65",-19.28,-1.09,"224,076,000.00"
Finance Index,665.17,-7.25,-1.08,"64,812,000.00"
Hotels And Tourism,"1,997.98",-32.55,-1.60,"9,840,040.00"
HydroPower Index,"1,006.35",-15.51,-1.52,"33,429,200.00"
Life Insurance,"7,214.45",40.89,0.57,"369,201,000.00"
Manufacturing And Processing,"2,480.94",-12.54,-0.50,"47,285,600.00"
Microfinance Index,"2,015.82",-14.99,-0.74,"216,064,000.00"
Mutual Fund,10.19,-0.02,-0.20,"4,781,600.00"
Non Life Insurance,"5,440.27",-66.62,-1.21,"558,409,000.00"
Others Index,672.06,1.72,0.26,"24,158,000.00"
Trading Index,791.23,-11.66,-1.45,"9,074,450.00"
