Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,985.43",16.24,0.82,"1,176,680,757.49"
Sensitive Index,381.17,2.43,0.64,"326,221,732.90"
Float Index,137.84,1.18,0.86,"1,146,312,940.90"
Sensitive Float Index,126.17,0.91,0.72,"324,194,411.70"
Banking SubIndex,"1,257.63",4.09,0.32,"207,473,397.30"
Development Bank Index,"3,777.93",55.20,1.48,"52,015,168.10"
Finance Index,"1,722.42",33.05,1.95,"32,827,580.00"
Hotels And Tourism,"5,491.44",-5.17,-0.09,"80,424,249.40"
HydroPower Index,"2,066.61",64.41,3.21,"349,938,175.10"
Investment,69.30,0.54,0.78,"36,832,310.00"
Life Insurance,"10,771.93",39.90,0.37,"185,901,108.10"
Manufacturing And Processing,"5,198.33",38.68,0.74,"51,449,298.30"
Microfinance Index,"3,582.10",18.51,0.51,"65,780,480.20"
Mutual Fund,18.61,0.02,0.11,"6,718,727.40"
Non Life Insurance,"10,578.76",80.69,0.76,"50,400,148.90"
Others Index,"1,445.41",1.70,0.11,"11,487,810.50"
Trading Index,"3,012.71",-28.29,-0.93,"21,783,215.00"
