Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,761.86",12.03,0.43,"5,105,746,657.64"
Sensitive Index,476.38,3.74,0.79,"2,572,688,949.80"
Float Index,189.10,1.18,0.62,"5,055,778,003.60"
Sensitive Float Index,163.03,1.48,0.92,"2,572,688,949.80"
Banking SubIndex,"1,448.72",21.41,1.50,"1,113,825,777.30"
Development Bank Index,"5,779.49",30.36,0.52,"322,507,310.50"
Finance Index,"2,420.00",3.38,0.14,"75,513,972.70"
Hotels And Tourism,"6,995.17",30.47,0.43,"86,469,272.60"
HydroPower Index,"3,510.63",2.81,0.08,"1,415,836,080.80"
Investment,110.45,0.20,0.18,"329,783,210.40"
Life Insurance,"12,930.66",0.59,0.00,"126,793,060.00"
Manufacturing And Processing,"7,546.44",27.75,0.36,"423,032,086.70"
Microfinance Index,"5,116.31",13.91,0.27,"434,361,569.70"
Mutual Fund,20.39,0.03,0.16,"15,207,973.45"
Non Life Insurance,"12,416.93",37.19,0.30,"98,046,016.70"
Others Index,"2,679.60",-0.97,-0.03,"621,377,588.20"
Trading Index,"4,101.58",-33.45,-0.85,"8,232,058.00"
