Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,716.66",33.41,1.24,"7,449,898,987.89"
Sensitive Index,477.57,4.50,0.95,"2,360,579,850.50"
Float Index,186.68,2.36,1.28,"7,339,619,760.00"
Sensitive Float Index,157.89,1.54,0.99,"2,360,579,850.50"
Banking SubIndex,"1,501.05",17.80,1.20,"602,294,824.30"
Development Bank Index,"5,621.07",27.91,0.49,"619,699,182.30"
Finance Index,"3,691.90",54.98,1.51,"1,443,860,383.50"
Hotels And Tourism,"6,853.86",43.63,0.64,"111,832,239.10"
HydroPower Index,"3,576.90",69.23,1.97,"2,860,102,134.10"
Investment,106.94,1.20,1.13,"513,008,747.40"
Life Insurance,"13,134.59",132.66,1.02,"219,063,545.00"
Manufacturing And Processing,"6,844.59",73.24,1.08,"158,676,555.80"
Microfinance Index,"5,144.53",43.47,0.85,"485,681,575.30"
Mutual Fund,21.86,0.05,0.23,"10,276,327.69"
Non Life Insurance,"13,107.10",105.89,0.81,"159,250,644.90"
Others Index,"2,076.26",34.34,1.68,"175,586,670.30"
Trading Index,"3,542.36",45.26,1.29,"15,702,475.10"
