Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,586.29",4.17,0.26,"2,510,585,332.00"
Sensitive Index,313.22,0.76,0.24,"2,601,750,000.00"
Float Index,110.29,0.33,0.30,"2,496,330,000.00"
Sensitive Float Index,103.23,0.15,0.14,"1,702,460,000.00"
Banking SubIndex,"1,269.69",-0.46,-0.04,"577,703,000.00"
Development Bank Index,"2,001.95",7.90,0.36,"342,563,000.00"
Finance Index,788.45,6.03,0.77,"179,098,000.00"
Hotels And Tourism,"1,765.03",-0.15,-0.01,"9,538,220.00"
HydroPower Index,"1,371.33",66.83,5.12,"1,037,790,000.00"
Life Insurance,"9,577.02",-25.79,-0.27,"119,067,000.00"
Manufacturing And Processing,"3,135.91",4.77,0.15,"79,922,000.00"
Microfinance Index,"2,540.79",-9.29,-0.36,"113,788,000.00"
Mutual Fund,10.53,-0.02,-0.17,"3,577,640.00"
Non Life Insurance,"7,895.90",-57.02,-0.72,"252,596,000.00"
Others Index,"1,026.10",2.08,0.20,"149,660,000.00"
Trading Index,"1,064.07",8.15,0.77,"1,736,310.00"
