Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,038.63",-29.83,-1.44,"5,369,046,322.00"
Sensitive Index,386.76,-3.74,-0.96,"5,296,720,000.00"
Float Index,139.65,-2.04,-1.44,"5,244,790,000.00"
Sensitive Float Index,124.68,-0.94,-0.75,"4,728,500,000.00"
Banking SubIndex,"1,547.42",-17.76,-1.13,"2,458,760,000.00"
Development Bank Index,"2,155.41",-17.35,-0.80,"511,003,000.00"
Finance Index,868.60,-8.62,-0.98,"453,992,000.00"
Hotels And Tourism,"1,996.33",93.40,4.91,"25,177,600.00"
HydroPower Index,"1,609.71",-17.18,-1.06,"217,341,000.00"
Life Insurance,"13,704.18",-431.87,-3.06,"992,557,000.00"
Manufacturing And Processing,"4,847.70",-43.05,-0.88,"178,573,000.00"
Microfinance Index,"3,225.11",-37.95,-1.16,"378,560,000.00"
Mutual Fund,11.36,-0.02,-0.21,"9,604,700.00"
Non Life Insurance,"9,540.94",-142.49,-1.47,"1,418,980,000.00"
Others Index,"1,568.44",-36.08,-2.25,"406,411,000.00"
Trading Index,"1,978.43",16.97,0.87,"2,092,910.00"
