Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,975.84",-69.05,-2.27,"13,259,696,107.00"
Sensitive Index,550.52,-12.34,-2.19,"13,953,300,000.00"
Float Index,208.47,-4.55,-2.14,"13,161,900,000.00"
Sensitive Float Index,185.72,-4.09,-2.15,"10,023,600,000.00"
Banking SubIndex,"1,972.19",-22.99,-1.15,"2,107,970,000.00"
Development Bank Index,"5,700.96",-205.74,-3.48,"2,859,940,000.00"
Finance Index,"3,190.06",-101.48,-3.08,"2,048,210,000.00"
Hotels And Tourism,"3,469.98",-46.70,-1.33,"39,496,600.00"
HydroPower Index,"3,468.11",-124.27,-3.46,"3,650,060,000.00"
Investment,105.99,-2.80,-2.58,"396,976,000.00"
Life Insurance,"16,823.64",-447.98,-2.59,"519,202,000.00"
Manufacturing And Processing,"6,881.07",-198.73,-2.81,"629,955,000.00"
Microfinance Index,"5,649.68",-164.06,-2.82,"1,346,000,000.00"
Mutual Fund,16.40,-0.13,-0.77,"79,598,000.00"
Non Life Insurance,"13,795.36",-372.58,-2.63,"1,044,910,000.00"
Others Index,"1,912.94",-62.74,-3.18,"615,544,000.00"
Trading Index,"3,574.95",-106.01,-2.88,"25,519,900.00"
