Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,628.37",-1.60,-0.06,"3,089,041,991.00"
Sensitive Index,495.63,0.18,0.04,"3,191,060,000.00"
Float Index,181.27,-0.27,-0.15,"3,038,430,000.00"
Sensitive Float Index,161.48,0.05,0.03,"2,200,060,000.00"
Banking SubIndex,"1,761.37",-6.56,-0.37,"593,234,244.50"
Development Bank Index,"4,937.04",40.88,0.83,"471,443,060.90"
Finance Index,"2,463.72",8.89,0.36,"377,168,112.40"
Hotels And Tourism,"3,178.10",-4.19,-0.13,"17,830,317.70"
HydroPower Index,"3,017.72",11.40,0.38,"691,681,815.80"
Investment,82.18,-0.43,-0.52,"120,881,950.30"
Life Insurance,"13,972.22",-69.65,-0.50,"145,527,397.10"
Manufacturing And Processing,"6,115.62",-51.69,-0.84,"124,852,403.20"
Microfinance Index,"5,078.75",-10.95,-0.22,"289,073,185.70"
Mutual Fund,15.31,0.01,0.07,"13,670,574.39"
Non Life Insurance,"11,771.24",96.60,0.83,"104,306,601.00"
Others Index,"2,061.54",14.11,0.69,"97,711,871.10"
Trading Index,"2,775.00",-22.62,-0.81,"4,660,410.00"
