Index,Current,Point Change,% Change,Turnover
NEPSE Index,"3,058.63",54.31,1.81,"14,232,417,472.00"
Sensitive Index,574.02,11.74,2.09,"14,184,700,000.00"
Float Index,214.69,4.52,2.15,"13,818,800,000.00"
Sensitive Float Index,192.57,4.72,2.52,"10,292,200,000.00"
Banking SubIndex,"2,175.14",72.14,3.43,"5,631,600,000.00"
Development Bank Index,"4,787.86",13.00,0.27,"2,145,600,000.00"
Finance Index,"2,547.18",24.86,0.99,"1,537,590,000.00"
Hotels And Tourism,"3,623.73",-22.50,-0.62,"79,125,300.00"
HydroPower Index,"3,068.94",71.60,2.39,"3,389,180,000.00"
Investment,108.53,0.04,0.04,"468,093,000.00"
Life Insurance,"17,589.25",30.86,0.18,"399,208,000.00"
Manufacturing And Processing,"6,352.56",71.86,1.14,"187,367,000.00"
Microfinance Index,"5,556.76",86.23,1.58,"957,517,000.00"
Mutual Fund,18.08,-0.24,-1.29,"338,212,000.00"
Non Life Insurance,"14,469.40",48.42,0.34,"1,052,030,000.00"
Others Index,"2,143.49",6.60,0.31,"556,031,000.00"
Trading Index,"4,000.38",2.71,0.07,"27,750,500.00"
