Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,958.75",-15.62,-0.79,"2,891,319,979.87"
Sensitive Index,347.80,-3.38,-0.96,"786,188,662.40"
Float Index,132.74,-1.07,-0.80,"2,851,286,913.70"
Sensitive Float Index,113.66,-1.02,-0.88,"781,657,497.80"
Banking SubIndex,"1,018.27",-6.49,-0.63,"158,694,798.20"
Development Bank Index,"4,010.68",9.33,0.23,"235,164,065.10"
Finance Index,"2,101.98",-42.14,-1.96,"520,236,637.50"
Hotels And Tourism,"4,947.95",-8.40,-0.16,"32,153,041.90"
HydroPower Index,"2,357.11",-10.65,-0.44,"485,479,410.70"
Investment,73.18,-0.45,-0.61,"71,703,237.20"
Life Insurance,"9,862.27",-46.05,-0.46,"501,921,374.00"
Manufacturing And Processing,"6,372.15",-17.96,-0.28,"192,752,137.90"
Microfinance Index,"4,101.59",-75.69,-1.81,"447,353,392.30"
Mutual Fund,18.09,-0.02,-0.14,"3,393,802.48"
Non Life Insurance,"10,290.51",-112.60,-1.08,"107,697,929.40"
Others Index,"1,587.68",-27.22,-1.68,"116,049,445.40"
Trading Index,"2,696.53",-21.49,-0.79,"6,946,163.00"
