Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,089.62",9.50,0.45,"5,134,848,789.38"
Sensitive Index,386.33,3.40,0.88,"1,223,075,122.00"
Float Index,143.51,0.58,0.40,"5,116,056,327.70"
Sensitive Float Index,127.18,0.99,0.79,"1,216,470,299.10"
Banking SubIndex,"1,182.62",13.19,1.12,"378,896,936.10"
Development Bank Index,"4,139.73",-19.63,-0.47,"405,706,217.30"
Finance Index,"1,832.72",-1.90,-0.10,"262,423,579.30"
Hotels And Tourism,"5,692.45",-48.27,-0.84,"173,556,268.20"
HydroPower Index,"2,501.11",-12.59,-0.50,"1,513,278,080.60"
Investment,82.06,-0.52,-0.63,"495,101,111.50"
Life Insurance,"11,000.38",-28.03,-0.25,"573,041,853.10"
Manufacturing And Processing,"6,008.78",66.60,1.12,"565,827,238.20"
Microfinance Index,"3,731.53",37.69,1.02,"282,717,500.40"
Mutual Fund,18.86,0.06,0.32,"5,093,342.28"
Non Life Insurance,"11,151.47",-15.03,-0.13,"323,246,140.70"
Others Index,"1,588.39",34.34,2.21,"134,921,576.80"
Trading Index,"2,915.13",0.50,0.01,"7,339,825.50"
