Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,048.26",-3.21,-0.15,"2,333,573,297.98"
Sensitive Index,390.43,-1.59,-0.40,"693,612,529.40"
Float Index,141.85,-0.31,-0.21,"2,247,169,292.60"
Sensitive Float Index,129.23,-0.48,-0.37,"691,947,961.90"
Banking SubIndex,"1,273.12",-12.19,-0.94,"517,078,028.50"
Development Bank Index,"3,844.66",53.56,1.41,"129,550,004.50"
Finance Index,"1,779.12",28.87,1.65,"105,584,206.70"
Hotels And Tourism,"5,469.68",76.46,1.41,"116,347,590.60"
HydroPower Index,"2,204.90",-7.34,-0.33,"295,098,946.40"
Investment,70.86,-0.03,-0.04,"79,234,846.20"
Life Insurance,"11,197.57",60.14,0.54,"545,192,338.60"
Manufacturing And Processing,"5,614.37",4.15,0.07,"108,029,596.00"
Microfinance Index,"3,790.62",11.01,0.29,"111,800,984.70"
Mutual Fund,14.81,0.01,0.07,"3,801,269.42"
Non Life Insurance,"10,596.38",7.63,0.07,"103,922,874.10"
Others Index,"1,517.88",-5.57,-0.36,"119,505,416.10"
Trading Index,"2,860.37",27.15,0.95,"15,824,460.20"
