Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,508.20",13.05,0.87,"2,563,415,186.00"
Sensitive Index,299.66,0.19,0.06,"2,407,310,000.00"
Float Index,104.07,0.68,0.65,"2,487,550,000.00"
Sensitive Float Index,98.45,0.09,0.08,"1,989,780,000.00"
Banking SubIndex,"1,204.56",-1.89,-0.16,"405,698,000.00"
Development Bank Index,"1,746.35",-5.48,-0.31,"384,617,000.00"
Finance Index,679.30,1.49,0.22,"272,360,000.00"
Hotels And Tourism,"1,531.60",20.41,1.35,"9,251,250.00"
HydroPower Index,"1,101.07",7.02,0.64,"139,700,000.00"
Life Insurance,"9,331.52",166.77,1.82,"341,538,000.00"
Manufacturing And Processing,"3,050.24",24.24,0.80,"215,047,000.00"
Microfinance Index,"2,573.77",55.43,2.20,"417,017,000.00"
Mutual Fund,10.83,0.02,0.21,"8,916,370.00"
Non Life Insurance,"7,736.17",261.81,3.50,"809,545,000.00"
Others Index,"1,016.91",19.34,1.94,"435,842,000.00"
Trading Index,"1,063.57",34.90,3.39,"6,946,590.00"
