Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,562.46",1.29,0.08,"1,425,890,738.00"
Sensitive Index,310.08,0.33,0.11,"1,346,460,000.00"
Float Index,108.70,0.08,0.08,"1,387,270,000.00"
Sensitive Float Index,102.26,0.06,0.06,"1,051,080,000.00"
Banking SubIndex,"1,249.02",1.90,0.15,"387,503,000.00"
Development Bank Index,"2,056.57",-11.10,-0.54,"194,297,000.00"
Finance Index,821.63,-0.32,-0.04,"135,145,000.00"
Hotels And Tourism,"1,731.84",-15.85,-0.91,"6,955,250.00"
HydroPower Index,"1,331.08",7.11,0.54,"274,003,000.00"
Life Insurance,"9,442.20",-16.80,-0.18,"122,405,000.00"
Manufacturing And Processing,"3,016.48",-29.55,-0.97,"88,086,600.00"
Microfinance Index,"2,515.89",-1.60,-0.06,"74,038,300.00"
Mutual Fund,10.46,0.01,0.70,"5,026,100.00"
Non Life Insurance,"7,704.19",-24.42,-0.32,"227,428,000.00"
Others Index,"1,013.24",6.55,0.65,"116,299,000.00"
Trading Index,"1,052.03",3.19,0.30,"4,903,090.00"
