Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,753.76",4.98,0.18,"11,726,756,904.61"
Sensitive Index,485.91,-0.12,-0.02,"3,732,007,915.80"
Float Index,189.36,0.22,0.12,"11,516,506,600.60"
Sensitive Float Index,160.66,0.01,0.01,"3,732,007,915.80"
Banking SubIndex,"1,524.32",-3.32,-0.21,"747,156,216.70"
Development Bank Index,"5,645.29",34.82,0.62,"786,272,606.00"
Finance Index,"3,700.31",-61.45,-1.63,"2,068,357,876.40"
Hotels And Tourism,"7,072.06",153.15,2.21,"306,641,451.30"
HydroPower Index,"3,604.46",30.44,0.85,"4,659,991,170.10"
Investment,107.38,0.18,0.17,"316,355,438.10"
Life Insurance,"13,512.77",29.61,0.21,"375,471,662.20"
Manufacturing And Processing,"6,950.80",-79.90,-1.13,"312,438,581.30"
Microfinance Index,"5,250.02",66.36,1.28,"1,289,778,261.10"
Mutual Fund,21.90,0.06,0.29,"27,515,600.81"
Non Life Insurance,"13,263.73",-92.67,-0.69,"354,701,214.20"
Others Index,"2,091.84",2.33,0.11,"333,767,756.20"
Trading Index,"3,601.39",8.70,0.24,"17,099,270.00"
