Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,064.45",45.69,2.26,"5,251,024,786.63"
Sensitive Index,366.76,8.39,2.34,"1,362,465,183.10"
Float Index,140.13,3.33,2.44,"5,156,555,900.70"
Sensitive Float Index,120.05,2.86,2.44,"1,359,568,505.20"
Banking SubIndex,"1,079.09",27.68,2.63,"379,767,913.60"
Development Bank Index,"4,143.66",67.37,1.62,"326,961,943.30"
Finance Index,"2,126.43",22.68,1.07,"443,858,502.30"
Hotels And Tourism,"5,134.53",68.58,1.35,"68,786,542.60"
HydroPower Index,"2,445.68",30.41,1.25,"920,967,342.50"
Investment,75.36,0.96,1.29,"292,567,673.50"
Life Insurance,"10,434.94",438.65,4.38,"575,401,407.70"
Manufacturing And Processing,"6,531.71",107.93,1.68,"303,933,111.20"
Microfinance Index,"4,598.95",61.97,1.36,"1,135,981,458.00"
Mutual Fund,18.40,0.20,1.15,"11,552,153.33"
Non Life Insurance,"11,023.08",404.67,3.81,"559,240,559.80"
Others Index,"1,660.43",44.72,2.76,"194,038,672.40"
Trading Index,"2,722.59",15.02,0.55,"6,705,884.00"
