Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,735.93",17.42,0.64,"3,212,887,822.11"
Sensitive Index,523.15,4.36,0.84,"2,977,850,000.00"
Float Index,185.12,1.02,0.55,"3,200,220,000.00"
Sensitive Float Index,164.05,1.14,0.70,"1,954,460,000.00"
Banking SubIndex,"1,744.78",8.32,0.48,"359,459,604.60"
Development Bank Index,"4,715.19",70.05,1.51,"180,209,535.80"
Finance Index,"2,339.90",43.91,1.91,"274,113,852.10"
Hotels And Tourism,"3,055.82",4.75,0.16,"12,734,659.30"
HydroPower Index,"3,336.93",27.56,0.83,"1,230,955,929.20"
Investment,90.45,-0.15,-0.17,"169,758,749.70"
Life Insurance,"14,734.26",7.08,0.05,"140,716,195.00"
Manufacturing And Processing,"6,742.96",-18.71,-0.28,"150,800,606.80"
Microfinance Index,"5,223.64",15.81,0.30,"284,374,002.10"
Mutual Fund,15.71,0.06,0.39,"7,355,548.52"
Non Life Insurance,"12,337.26",128.02,1.05,"150,324,144.30"
Others Index,"2,417.11",46.92,1.98,"239,344,421.10"
Trading Index,"2,878.34",13.64,0.48,"7,424,978.00"
