Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,696.23",7.01,0.26,"7,265,122,241.80"
Sensitive Index,451.82,1.30,0.29,"3,047,652,450.50"
Float Index,181.86,0.70,0.38,"7,193,756,535.20"
Sensitive Float Index,152.17,0.66,0.44,"3,047,652,450.50"
Banking SubIndex,"1,367.12",5.43,0.39,"304,666,590.30"
Development Bank Index,"5,601.15",61.89,1.11,"596,114,291.90"
Finance Index,"2,548.85",-17.36,-0.67,"125,781,170.20"
Hotels And Tourism,"6,564.58",-11.03,-0.16,"56,510,857.30"
HydroPower Index,"3,537.52",56.82,1.63,"3,846,146,366.10"
Investment,113.83,-0.40,-0.35,"938,559,000.00"
Life Insurance,"13,304.69",7.20,0.05,"354,735,800.50"
Manufacturing And Processing,"7,089.26",-11.46,-0.16,"134,315,459.00"
Microfinance Index,"4,834.87",-2.93,-0.06,"266,588,173.30"
Mutual Fund,19.40,0.07,0.36,"9,421,883.00"
Non Life Insurance,"12,474.94",68.76,0.55,"85,072,844.30"
Others Index,"2,403.19",-26.16,-1.07,"480,154,026.30"
Trading Index,"4,565.50",5.06,0.11,"5,111,956.00"
