Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,931.68",-2.80,-0.14,"974,599,061.51"
Sensitive Index,367.73,-0.26,-0.07,"347,203,218.70"
Float Index,135.35,-0.15,-0.11,"963,960,397.90"
Sensitive Float Index,122.50,-0.08,-0.06,"345,491,909.10"
Banking SubIndex,"1,254.99",0.15,0.01,"176,697,086.70"
Development Bank Index,"3,541.77",-14.55,-0.41,"35,169,089.30"
Finance Index,"1,648.26",-8.30,-0.50,"29,095,931.00"
Hotels And Tourism,"3,500.24",155.64,4.65,"82,180,712.30"
HydroPower Index,"2,510.79",-14.57,-0.58,"303,957,653.40"
Investment,65.13,-0.23,-0.34,"41,592,325.50"
Life Insurance,"9,651.91",8.73,0.09,"70,448,293.10"
Manufacturing And Processing,"4,491.34",-25.21,-0.56,"61,731,231.40"
Microfinance Index,"3,498.31",-23.30,-0.66,"86,167,436.30"
Mutual Fund,13.71,-0.03,-0.21,"3,328,247.01"
Non Life Insurance,"8,622.16",18.79,0.22,"52,463,975.90"
Others Index,"1,424.35",-6.92,-0.48,"23,076,621.10"
Trading Index,"2,150.14",-21.28,-0.98,"1,380,041.90"
