Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,601.51",15.50,0.60,"10,035,454,955.00"
Sensitive Index,473.53,4.09,0.87,"10,781,400,000.00"
Float Index,179.04,1.68,0.95,"9,919,090,000.00"
Sensitive Float Index,154.09,1.90,1.25,"9,101,050,000.00"
Banking SubIndex,"1,883.52",38.41,2.08,"4,095,740,000.00"
Development Bank Index,"2,668.27",6.47,0.24,"2,092,820,000.00"
Finance Index,"1,198.52",-9.39,-0.78,"643,083,000.00"
Hotels And Tourism,"2,072.14",-13.02,-0.62,"17,695,900.00"
HydroPower Index,"1,936.89",-26.98,-1.37,"575,195,000.00"
Life Insurance,"18,705.68",-54.11,-0.29,"855,609,000.00"
Manufacturing And Processing,"5,821.16",-111.04,-1.87,"330,537,000.00"
Microfinance Index,"4,580.27",-24.81,-0.54,"1,705,680,000.00"
Mutual Fund,12.54,0.11,0.88,"13,354,800.00"
Non Life Insurance,"13,376.13",-37.86,-0.28,"2,095,650,000.00"
Others Index,"2,057.03",5.54,0.27,"576,060,000.00"
Trading Index,"2,917.03",-37.95,-1.28,"8,048,760.00"
