Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,672.25",87.63,3.39,"4,308,895,575.00"
Sensitive Index,504.57,13.61,2.77,"4,482,260,000.00"
Float Index,186.81,6.20,3.43,"4,250,720,000.00"
Sensitive Float Index,168.55,4.72,2.88,"3,112,430,000.00"
Banking SubIndex,"1,843.28",37.40,2.07,"800,900,000.00"
Development Bank Index,"4,935.01",301.50,6.51,"1,102,620,000.00"
Finance Index,"2,435.11",176.49,7.81,"487,144,000.00"
Hotels And Tourism,"3,091.94",81.88,2.72,"15,140,900.00"
HydroPower Index,"2,854.10",200.82,7.57,"1,206,090,000.00"
Investment,87.00,3.67,4.40,"156,436,000.00"
Life Insurance,"14,951.60",537.01,3.73,"152,594,000.00"
Manufacturing And Processing,"6,288.67",143.37,2.33,"95,200,100.00"
Microfinance Index,"5,249.39",121.13,2.36,"589,750,000.00"
Mutual Fund,15.38,0.17,1.09,"13,933,800.00"
Non Life Insurance,"11,989.76",467.60,4.06,"254,122,000.00"
Others Index,"1,821.14",49.29,2.78,"202,605,000.00"
Trading Index,"3,022.42",15.88,0.53,"9,171,680.00"
