Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,782.81",4.69,0.26,"6,878,787,665.00"
Sensitive Index,345.07,2.00,0.58,"6,701,230,000.00"
Float Index,121.82,0.83,0.69,"6,800,010,000.00"
Sensitive Float Index,111.25,0.91,0.83,"5,401,000,000.00"
Banking SubIndex,"1,351.92",29.44,2.23,"2,050,190,000.00"
Development Bank Index,"2,112.38",13.46,0.64,"701,979,000.00"
Finance Index,885.06,-4.17,-0.47,"605,286,000.00"
Hotels And Tourism,"2,034.10",-84.49,-3.99,"70,705,600.00"
HydroPower Index,"1,426.64",-21.43,-1.48,"421,042,000.00"
Life Insurance,"10,848.05",-278.81,-2.51,"768,329,000.00"
Manufacturing And Processing,"3,744.58",-89.29,-2.33,"512,283,000.00"
Microfinance Index,"2,764.30",-4.88,-0.18,"470,363,000.00"
Mutual Fund,11.51,-0.27,-2.28,"25,858,900.00"
Non Life Insurance,"9,367.49",-243.14,-2.53,"1,758,920,000.00"
Others Index,"1,372.04",1.35,0.10,"1,157,440,000.00"
Trading Index,"2,069.17",-124.77,-5.69,"32,066,900.00"
