Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,760.80",29.00,1.06,"11,416,428,466.99"
Sensitive Index,481.19,9.16,1.94,"5,997,895,522.10"
Float Index,190.67,2.56,1.36,"11,194,847,876.70"
Sensitive Float Index,164.76,3.23,1.99,"5,997,895,522.10"
Banking SubIndex,"1,503.31",49.09,3.37,"2,832,706,643.20"
Development Bank Index,"5,736.66",83.38,1.47,"848,356,460.20"
Finance Index,"2,535.55",46.74,1.87,"320,451,085.70"
Hotels And Tourism,"6,860.02",33.34,0.48,"187,229,810.40"
HydroPower Index,"3,534.32",-29.62,-0.83,"3,604,698,924.60"
Investment,113.03,-0.09,-0.08,"804,305,178.20"
Life Insurance,"13,280.34",3.57,0.02,"339,697,467.40"
Manufacturing And Processing,"7,248.58",23.01,0.31,"305,751,726.60"
Microfinance Index,"5,113.91",173.22,3.50,"1,266,422,127.70"
Mutual Fund,19.97,0.21,1.08,"77,944,705.30"
Non Life Insurance,"12,541.43",-43.04,-0.34,"289,620,209.80"
Others Index,"2,362.10",-6.48,-0.27,"387,147,016.80"
Trading Index,"4,147.26",-10.99,-0.26,"8,461,226.10"
