Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,364.63",54.04,2.33,"12,059,266,113.47"
Sensitive Index,419.77,10.25,2.50,"3,544,278,842.10"
Float Index,161.46,3.77,2.39,"11,916,915,858.20"
Sensitive Float Index,139.23,3.55,2.61,"3,521,284,322.70"
Banking SubIndex,"1,281.67",26.23,2.08,"1,060,235,448.20"
Development Bank Index,"4,843.79",190.47,4.09,"998,796,446.10"
Finance Index,"2,798.59",146.02,5.50,"1,236,267,575.30"
Hotels And Tourism,"6,081.90",320.27,5.55,"382,566,285.20"
HydroPower Index,"2,985.50",50.20,1.71,"4,407,599,521.10"
Investment,87.45,1.31,1.53,"730,523,398.30"
Life Insurance,"11,328.71",242.26,2.18,"586,390,550.60"
Manufacturing And Processing,"7,085.95",207.91,3.02,"625,192,468.30"
Microfinance Index,"5,020.55",90.84,1.84,"929,697,152.40"
Mutual Fund,20.35,0.01,0.08,"25,350,961.47"
Non Life Insurance,"11,800.44",382.41,3.34,"567,668,082.30"
Others Index,"1,753.89",23.55,1.36,"404,588,371.90"
Trading Index,"3,365.71",229.07,7.30,"74,785,406.90"
