Index,Current,Point Change,% Change,Turnover
NEPSE Index,"3,079.83",-15.11,-0.49,"10,905,830,064.00"
Sensitive Index,570.85,-3.47,-0.60,"11,236,600,000.00"
Float Index,214.67,-1.12,-0.52,"10,718,900,000.00"
Sensitive Float Index,190.61,-1.18,-0.62,"7,812,050,000.00"
Banking SubIndex,"2,099.58",-10.44,-0.49,"1,651,680,000.00"
Development Bank Index,"4,891.31",53.40,1.10,"1,948,010,000.00"
Finance Index,"2,685.49",-53.82,-1.96,"1,577,800,000.00"
Hotels And Tourism,"3,933.97",45.41,1.17,"163,331,000.00"
HydroPower Index,"3,213.11",-28.43,-0.88,"3,013,160,000.00"
Investment,113.22,-1.37,-1.19,"391,972,000.00"
Life Insurance,"18,272.92",-86.55,-0.47,"585,087,000.00"
Manufacturing And Processing,"6,650.01",-53.30,-0.80,"375,289,000.00"
Microfinance Index,"5,571.15",-4.97,-0.09,"719,613,000.00"
Mutual Fund,17.92,-0.03,-0.14,"157,308,000.00"
Non Life Insurance,"14,994.01",-69.57,-0.46,"1,591,620,000.00"
Others Index,"2,201.22",-12.82,-0.58,"603,023,000.00"
Trading Index,"4,079.01",-4.42,-0.11,"29,241,300.00"
