Index,Current,Point Change,% Change,Turnover
NEPSE Index,"3,124.87",-56.03,-1.76,"16,124,468,060.00"
Sensitive Index,577.66,-12.81,-2.17,"17,043,900,000.00"
Float Index,218.78,-3.63,-1.63,"16,056,700,000.00"
Sensitive Float Index,194.77,-3.99,-2.01,"11,512,400,000.00"
Banking SubIndex,"2,061.81",-19.82,-0.95,"2,084,550,000.00"
Development Bank Index,"5,889.19",-243.89,-3.98,"3,081,450,000.00"
Finance Index,"3,170.36",45.79,1.47,"2,268,920,000.00"
Hotels And Tourism,"3,588.37",-17.02,-0.47,"48,924,600.00"
HydroPower Index,"3,518.33",-232.77,-6.21,"5,356,350,000.00"
Investment,113.10,-5.25,-4.43,"650,830,000.00"
Life Insurance,"18,070.41",-143.00,-0.79,"677,125,000.00"
Manufacturing And Processing,"7,308.76",-157.40,-2.11,"389,668,000.00"
Microfinance Index,"5,948.40",-31.45,-0.53,"967,997,000.00"
Mutual Fund,16.80,-0.01,-0.05,"51,216,600.00"
Non Life Insurance,"14,888.56",112.80,0.76,"2,135,730,000.00"
Others Index,"2,050.43",-30.02,-1.44,"692,098,000.00"
Trading Index,"3,795.70",-62.53,-1.62,"19,205,200.00"
