Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,462.48",-2.62,-0.18,"1,793,915,286.00"
Sensitive Index,307.31,-0.22,-0.22,"1,663,170,000.00"
Float Index,102.76,-0.24,-0.23,"1,746,910,000.00"
Sensitive Float Index,101.49,-0.13,-0.13,"1,427,770,000.00"
Banking SubIndex,"1,261.98",-1.25,-0.10,"580,084,000.00"
Development Bank Index,"1,839.94",4.18,0.23,"309,136,000.00"
Finance Index,672.20,-0.94,-0.14,"115,909,000.00"
Hotels And Tourism,"1,638.15",-32.91,-1.97,"14,054,500.00"
HydroPower Index,967.36,-2.59,-0.27,"43,773,400.00"
Life Insurance,"8,802.47",-88.77,-1.00,"287,915,000.00"
Manufacturing And Processing,"2,843.89",5.03,0.18,"67,777,800.00"
Microfinance Index,"2,498.66",12.46,0.50,"315,345,000.00"
Mutual Fund,10.56,-0.01,-0.09,"3,885,720.00"
Non Life Insurance,"6,743.61",150.41,-2.18,"475,141,000.00"
Others Index,808.69,5.71,0.71,"183,709,000.00"
Trading Index,875.39,-7.07,-0.80,"5,434,470.00"
