Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,183.62",10.37,0.48,"3,466,508,338.64"
Sensitive Index,414.24,-1.30,-0.31,"962,007,120.10"
Float Index,153.51,0.77,0.50,"3,420,322,864.50"
Sensitive Float Index,139.12,-0.21,-0.15,"952,749,192.70"
Banking SubIndex,"1,407.20",-7.46,-0.53,"378,897,109.40"
Development Bank Index,"3,871.33",28.24,0.73,"195,927,581.50"
Finance Index,"1,876.69",-0.25,-0.01,"288,426,601.40"
Hotels And Tourism,"3,349.38",118.02,3.65,"55,242,195.60"
HydroPower Index,"2,705.31",36.56,1.37,"1,430,462,259.30"
Investment,69.31,0.16,0.23,"119,127,093.80"
Life Insurance,"10,893.65",266.16,2.50,"150,000,207.40"
Manufacturing And Processing,"5,256.85",40.95,0.79,"110,478,199.20"
Microfinance Index,"4,838.46",47.93,1.00,"390,226,485.60"
Mutual Fund,14.92,0.18,1.22,"10,371,052.80"
Non Life Insurance,"9,343.72",188.29,2.06,"178,317,188.90"
Others Index,"1,576.78",-23.95,-1.50,"114,268,735.80"
Trading Index,"2,333.45",19.13,0.83,"8,949,206.60"
