Index,Current,Point Change,% Change,Turnover
NEPSE Index,"3,160.05",5.72,0.18,"15,930,897,938.00"
Sensitive Index,592.93,3.56,0.60,"17,188,600,000.00"
Float Index,221.10,0.25,0.11,"15,748,200,000.00"
Sensitive Float Index,198.70,0.95,0.48,"11,652,500,000.00"
Banking SubIndex,"2,106.52",-11.33,-0.54,"3,057,770,000.00"
Development Bank Index,"5,663.78",74.73,1.34,"3,778,930,000.00"
Finance Index,"2,904.83",-28.51,-0.97,"1,499,000,000.00"
Hotels And Tourism,"3,667.12",-32.73,-0.88,"46,105,900.00"
HydroPower Index,"3,695.79",40.12,1.10,"4,782,890,000.00"
Investment,121.44,2.68,2.25,"924,024,000.00"
Life Insurance,"17,848.16",-172.87,-0.96,"644,696,000.00"
Manufacturing And Processing,"7,127.95",158.98,2.98,"538,958,000.00"
Microfinance Index,"5,933.42",56.82,0.97,"1,788,100,000.00"
Mutual Fund,17.30,-0.03,-0.18,"95,706,900.00"
Non Life Insurance,"14,370.91",-67.36,-0.47,"862,273,000.00"
Others Index,"2,080.45",3.60,0.17,"1,093,260,000.00"
Trading Index,"3,890.44",64.73,1.69,"56,496,900.00"
