Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,641.85",0.79,0.03,"4,110,974,674.86"
Sensitive Index,462.22,0.85,0.18,"1,380,497,643.50"
Float Index,181.35,0.17,0.09,"4,078,431,137.60"
Sensitive Float Index,156.47,0.30,0.19,"1,380,497,643.50"
Banking SubIndex,"1,454.64",4.67,0.32,"349,205,676.50"
Development Bank Index,"5,585.40",-5.78,-0.10,"200,823,475.50"
Finance Index,"2,386.36",-1.77,-0.07,"127,076,333.80"
Hotels And Tourism,"7,274.48",36.53,0.50,"74,935,973.50"
HydroPower Index,"3,734.77",2.16,0.05,"2,389,024,055.60"
Investment,96.57,0.07,0.07,"84,433,847.90"
Life Insurance,"11,765.84",11.51,0.09,"96,859,583.30"
Manufacturing And Processing,"10,397.55",-9.31,-0.08,"357,384,384.30"
Microfinance Index,"4,555.18",-16.60,-0.36,"295,490,646.60"
Mutual Fund,20.89,-0.08,-0.40,"8,680,061.16"
Non Life Insurance,"10,566.70",-43.06,-0.40,"40,819,597.00"
Others Index,"1,917.20",0.62,0.03,"54,425,718.60"
Trading Index,"3,332.65",-26.05,-0.77,"7,951,845.00"
