Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,646.84",6.16,0.23,"5,384,672,295.66"
Sensitive Index,450.48,0.89,0.19,"1,395,877,223.40"
Float Index,179.07,0.27,0.15,"5,284,095,976.90"
Sensitive Float Index,150.08,0.07,0.05,"1,395,877,223.40"
Banking SubIndex,"1,394.28",-3.02,-0.21,"314,572,550.20"
Development Bank Index,"5,463.99",43.75,0.80,"557,222,138.10"
Finance Index,"2,984.25",77.20,2.65,"400,938,391.60"
Hotels And Tourism,"6,634.39",-2.66,-0.04,"57,741,047.10"
HydroPower Index,"3,680.24",15.56,0.42,"2,678,250,951.00"
Investment,102.02,0.00,0.00,"215,012,401.20"
Life Insurance,"12,806.16",85.92,0.67,"249,639,521.10"
Manufacturing And Processing,"6,799.34",-17.50,-0.25,"168,784,595.00"
Microfinance Index,"4,940.64",21.77,0.44,"378,962,555.50"
Mutual Fund,20.34,0.07,0.35,"19,510,595.97"
Non Life Insurance,"12,639.42",53.75,0.42,"124,735,045.10"
Others Index,"1,935.60",-3.51,-0.18,"169,593,133.60"
Trading Index,"4,566.27",26.94,0.59,"14,894,402.10"
