Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,969.02",-15.41,-0.77,"2,058,305,185.18"
Sensitive Index,347.95,-2.80,-0.80,"405,376,488.00"
Float Index,133.16,-1.09,-0.81,"1,963,680,635.90"
Sensitive Float Index,113.30,-1.07,-0.94,"396,074,474.70"
Banking SubIndex,"1,027.67",-6.52,-0.63,"180,433,137.20"
Development Bank Index,"3,861.23",-37.38,-0.95,"74,941,979.30"
Finance Index,"1,943.99",-41.80,-2.10,"246,249,319.00"
Hotels And Tourism,"4,975.13",-17.04,-0.34,"27,810,597.50"
HydroPower Index,"2,412.42",-22.18,-0.91,"739,502,021.60"
Investment,74.03,-0.45,-0.60,"55,754,331.90"
Life Insurance,"9,976.92",-79.98,-0.79,"149,793,809.20"
Manufacturing And Processing,"6,521.92",-79.42,-1.20,"181,620,753.80"
Microfinance Index,"3,937.23",-38.71,-0.97,"225,131,979.30"
Mutual Fund,18.00,0.00,0.02,"3,017,708.69"
Non Life Insurance,"10,229.61",-56.21,-0.54,"79,415,331.60"
Others Index,"1,642.66",-8.20,-0.49,"58,027,719.70"
Trading Index,"2,731.33",-12.16,-0.44,"3,469,502.00"
