Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,307.44",-48.73,-2.07,"1,423,498,292.37"
Sensitive Index,441.79,-8.45,-1.88,"1,279,240,000.00"
Float Index,157.74,-3.13,-1.95,"1,410,310,000.00"
Sensitive Float Index,141.47,-2.61,-1.81,"882,864,000.00"
Banking SubIndex,"1,563.94",-16.26,-1.03,"235,743,522.79"
Development Bank Index,"4,002.20",-127.33,-3.08,"110,182,228.00"
Finance Index,"1,680.30",-74.44,-4.24,"97,545,965.70"
Hotels And Tourism,"2,983.13",-114.72,-3.70,"18,259,564.00"
HydroPower Index,"2,576.51",-95.79,-3.58,"387,039,190.50"
Investment,75.41,-1.72,-2.23,"89,483,768.70"
Life Insurance,"12,253.10",-342.25,-2.72,"120,301,928.90"
Manufacturing And Processing,"5,424.98",-112.74,-2.04,"88,303,988.70"
Microfinance Index,"4,704.37",-69.07,-1.45,"137,620,022.70"
Mutual Fund,15.46,-0.10,-0.64,"8,766,678.78"
Non Life Insurance,"10,482.41",-218.63,-2.04,"74,163,142.50"
Others Index,"1,744.59",-61.10,-3.38,"47,812,895.50"
Trading Index,"2,112.44",-30.13,-1.41,"3,849,104.00"
