Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,032.51",-22.70,-1.10,"6,769,890,815.00"
Sensitive Index,385.94,-1.04,-0.27,"6,314,290,000.00"
Float Index,137.92,-1.42,-1.02,"6,699,110,000.00"
Sensitive Float Index,123.29,0.01,0.01,"5,296,710,000.00"
Banking SubIndex,"1,493.27",-11.40,-0.76,"1,803,900,000.00"
Development Bank Index,"2,190.61",-16.68,-0.76,"1,099,750,000.00"
Finance Index,874.56,-8.39,-0.95,"460,096,000.00"
Hotels And Tourism,"1,976.25",-32.06,-1.60,"10,281,900.00"
HydroPower Index,"1,653.56",-27.36,-1.63,"441,980,000.00"
Life Insurance,"13,258.09",-274.27,-2.03,"1,099,830,000.00"
Manufacturing And Processing,"4,800.68",-35.10,-0.73,"309,159,000.00"
Microfinance Index,"3,357.19",9.28,0.28,"961,410,000.00"
Mutual Fund,11.37,-0.07,-0.57,"34,469,100.00"
Non Life Insurance,"9,663.45",-135.59,-1.38,"1,744,120,000.00"
Others Index,"1,663.38",-32.45,-1.91,"1,187,080,000.00"
Trading Index,"2,018.54",-58.01,-2.79,"8,256,450.00"
