Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,978.94",12.57,0.64,"1,187,145,518.65"
Sensitive Index,381.83,2.93,0.77,"1,110,420,000.00"
Float Index,136.49,0.86,0.63,"1,151,760,000.00"
Sensitive Float Index,123.54,0.85,0.69,"864,080,000.00"
Banking SubIndex,"1,374.22",6.38,0.47,"344,888,506.60"
Development Bank Index,"3,409.08",22.80,0.67,"69,097,828.10"
Finance Index,"1,447.98",14.04,0.98,"31,035,732.00"
Hotels And Tourism,"2,597.92",12.25,0.47,"6,023,205.00"
HydroPower Index,"2,292.56",8.52,0.37,"237,089,074.90"
Investment,63.11,-0.06,-0.09,"54,089,967.90"
Life Insurance,"9,269.70",5.09,0.05,"63,855,612.40"
Manufacturing And Processing,"4,730.01",25.41,0.54,"50,276,400.30"
Microfinance Index,"4,215.29",39.15,0.94,"90,930,091.42"
Mutual Fund,14.50,0.10,0.70,"2,687,069.33"
Non Life Insurance,"8,065.83",34.00,0.42,"44,984,131.20"
Others Index,"1,490.53",36.69,2.52,"153,306,808.70"
Trading Index,"1,629.46",23.75,1.48,"6,180,998.80"
