Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,022.35",27.75,1.39,"5,157,846,979.04"
Sensitive Index,381.07,4.70,1.24,"996,519,961.10"
Float Index,139.24,1.70,1.24,"5,102,788,511.70"
Sensitive Float Index,123.85,1.33,1.09,"990,150,536.60"
Banking SubIndex,"1,188.98",-8.11,-0.67,"422,632,400.40"
Development Bank Index,"4,046.22",104.53,2.65,"232,379,513.10"
Finance Index,"1,811.70",32.23,1.81,"165,635,416.60"
Hotels And Tourism,"5,513.75",87.18,1.60,"145,204,740.80"
HydroPower Index,"2,343.96",123.37,5.55,"2,062,498,741.30"
Investment,73.50,2.22,3.12,"251,111,256.10"
Life Insurance,"11,119.58",24.65,0.22,"661,871,013.10"
Manufacturing And Processing,"5,195.88",49.83,0.96,"395,421,857.70"
Microfinance Index,"3,562.57",40.29,1.14,"179,066,579.30"
Mutual Fund,18.35,-0.07,-0.42,"9,366,701.25"
Non Life Insurance,"11,043.19",112.66,1.03,"406,657,258.90"
Others Index,"1,539.87",31.34,2.07,"162,256,302.40"
Trading Index,"2,833.13",-6.75,-0.23,"18,053,432.00"
