Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,169.50",3.47,0.30,"372,988,301.00"
Sensitive Index,253.28,0.97,0.38,"391,918,000.00"
Float Index,86.60,0.25,0.29,"369,884,000.00"
Sensitive Float Index,81.86,0.27,0.33,"290,987,000.00"
Banking SubIndex,"1,038.22",3.38,0.33,"82,437,000.00"
Development Bank Index,"1,591.76",6.48,0.41,"66,098,200.00"
Finance Index,570.60,-0.90,-0.16,"18,415,100.00"
Hotels And Tourism,"1,993.98",168.32,9.22,"68,985,900.00"
HydroPower Index,932.29,0.20,0.02,"18,270,200.00"
Life Insurance,"5,911.42",-82.36,-1.37,"49,713,200.00"
Manufacturing And Processing,"2,371.11",5.88,0.25,"32,275,400.00"
Microfinance Index,"1,663.92",25.69,1.57,"62,227,700.00"
Mutual Fund,9.30,0.10,1.09,"721,829.00"
Non Life Insurance,"4,540.40",-27.82,-0.61,"58,813,800.00"
Others Index,663.68,-1.78,-0.27,"19,056,400.00"
Trading Index,686.72,3.84,0.56,"12,380,600.00"
