Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,730.91",-1.03,-0.03,"2,450,878,449.29"
Sensitive Index,468.05,0.50,0.10,"909,941,626.20"
Float Index,185.37,0.02,0.01,"2,423,124,665.50"
Sensitive Float Index,157.68,0.18,0.11,"909,941,626.20"
Banking SubIndex,"1,447.16",2.12,0.14,"270,459,480.30"
Development Bank Index,"5,818.87",1.97,0.03,"162,273,836.10"
Finance Index,"2,354.66",-0.42,-0.01,"47,755,363.00"
Hotels And Tourism,"7,777.48",-18.59,-0.23,"63,958,690.90"
HydroPower Index,"3,827.39",6.43,0.16,"1,156,648,074.10"
Investment,101.84,0.10,0.09,"84,055,460.00"
Life Insurance,"12,393.49",-9.43,-0.07,"67,354,711.50"
Manufacturing And Processing,"11,161.68",-65.67,-0.58,"337,147,363.70"
Microfinance Index,"4,765.48",-11.65,-0.24,"104,298,153.20"
Mutual Fund,21.71,-0.02,-0.13,"5,772,297.05"
Non Life Insurance,"10,699.13",-74.73,-0.69,"30,860,851.30"
Others Index,"1,987.32",6.27,0.31,"82,479,671.50"
Trading Index,"3,773.96",-18.20,-0.48,"15,833,009.90"
