Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,906.89",50.13,1.75,"17,271,787,525.00"
Sensitive Index,520.99,7.88,1.54,"15,854,700,000.00"
Float Index,201.35,4.11,2.09,"16,907,600,000.00"
Sensitive Float Index,172.81,3.42,2.02,"12,237,800,000.00"
Banking SubIndex,"1,977.46",69.85,3.66,"6,345,800,000.00"
Development Bank Index,"4,146.63",96.31,2.38,"3,065,660,000.00"
Finance Index,"1,970.23",27.72,1.43,"1,832,890,000.00"
Hotels And Tourism,"3,623.61",-18.98,-0.52,"123,903,000.00"
HydroPower Index,"2,834.15",-46.83,-1.63,"2,210,410,000.00"
Investment,105.62,4.03,3.97,"1,191,060,000.00"
Life Insurance,"18,281.23",-125.40,-0.68,"633,672,000.00"
Manufacturing And Processing,"5,854.77",-67.28,-1.14,"150,033,000.00"
Microfinance Index,"5,452.13",4.28,0.08,"910,669,000.00"
Mutual Fund,15.15,0.24,1.61,"68,775,000.00"
Non Life Insurance,"14,619.79",-83.31,-0.57,"1,583,430,000.00"
Others Index,"2,275.88",66.94,3.03,"2,536,290,000.00"
Trading Index,"4,181.98",-43.28,-1.02,"32,219,200.00"
