Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,509.04",5.19,0.20,"2,661,302,284.84"
Sensitive Index,437.00,-0.60,-0.13,"852,881,007.30"
Float Index,171.57,0.00,0.00,"2,366,386,767.10"
Sensitive Float Index,148.17,-0.15,-0.10,"852,881,007.30"
Banking SubIndex,"1,344.52",-4.84,-0.35,"187,790,720.10"
Development Bank Index,"5,243.41",-15.45,-0.29,"164,457,795.70"
Finance Index,"2,157.02",-15.83,-0.72,"33,928,921.90"
Hotels And Tourism,"5,938.72",-34.41,-0.57,"48,231,052.40"
HydroPower Index,"3,159.17",-10.60,-0.33,"842,553,426.40"
Investment,100.86,-0.34,-0.34,"129,546,720.20"
Life Insurance,"12,196.19",89.25,0.73,"80,393,308.10"
Manufacturing And Processing,"7,122.71",1.53,0.02,"229,475,354.80"
Microfinance Index,"4,696.25",-11.14,-0.23,"166,946,883.70"
Mutual Fund,20.18,-0.04,-0.21,"6,600,683.55"
Non Life Insurance,"10,457.60",8.93,0.08,"41,410,423.70"
Others Index,"2,326.67",69.02,3.05,"438,668,126.10"
Trading Index,"3,757.35",31.40,0.84,"2,984,034.00"
