Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,521.65",-69.77,-2.69,"5,607,439,671.00"
Sensitive Index,471.89,-10.85,-2.25,"5,396,500,000.00"
Float Index,173.09,-4.53,-2.55,"5,526,690,000.00"
Sensitive Float Index,152.42,-3.41,-2.19,"3,863,500,000.00"
Banking SubIndex,"1,710.10",-27.11,-1.56,"981,320,558.65"
Development Bank Index,"4,246.94",-173.46,-3.92,"453,873,561.70"
Finance Index,"2,061.52",-70.61,-3.31,"380,158,391.00"
Hotels And Tourism,"3,016.58",-42.03,-1.37,"32,925,093.50"
HydroPower Index,"2,728.60",-108.55,-3.83,"1,085,459,679.50"
Investment,78.35,-3.03,-3.73,"179,827,005.90"
Life Insurance,"14,322.08",-290.72,-1.99,"673,189,086.40"
Manufacturing And Processing,"6,659.14",-116.61,-1.72,"499,161,874.60"
Microfinance Index,"4,905.57",-119.20,-2.37,"564,183,536.10"
Mutual Fund,14.98,-0.01,-0.06,"12,261,554.03"
Non Life Insurance,"11,395.02",-618.44,-5.15,"458,970,167.00"
Others Index,"1,925.01",-93.30,-4.62,"202,364,786.10"
Trading Index,"2,625.07",-68.20,-2.53,"15,255,254.00"
