Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,823.87",-4.13,-0.15,"5,838,551,435.00"
Sensitive Index,522.37,-1.32,-0.25,"6,310,100,000.00"
Float Index,195.73,0.00,0.00,"5,724,480,000.00"
Sensitive Float Index,171.99,0.47,0.27,"4,259,680,000.00"
Banking SubIndex,"1,919.91",-4.08,-0.21,"1,048,720,000.00"
Development Bank Index,"4,205.12",136.96,3.37,"1,136,900,000.00"
Finance Index,"2,163.22",118.78,5.81,"694,503,000.00"
Hotels And Tourism,"3,518.63",-49.68,-1.39,"70,359,800.00"
HydroPower Index,"2,816.98",2.94,0.10,"1,127,170,000.00"
Investment,105.86,-2.39,-2.21,"302,369,000.00"
Life Insurance,"17,059.92",-112.48,-0.66,"292,933,000.00"
Manufacturing And Processing,"5,963.53",57.09,0.97,"135,926,000.00"
Microfinance Index,"5,169.96",-47.60,-0.91,"301,300,000.00"
Mutual Fund,15.24,-0.09,-0.61,"81,501,100.00"
Non Life Insurance,"14,139.20",5.63,0.04,"1,138,430,000.00"
Others Index,"2,155.50",18.31,0.86,"489,902,000.00"
Trading Index,"3,666.20",-22.46,-0.61,"18,312,400.00"
